breadcrumb(Category),Product Name,Product Image,Category Name,Sizes,Coordinated product,Sense of the size,titleOfdescription,GeneralDescriptionoftheproduct,Size Information,Special Function,Special Function Description,SenseofFittingitsrating,Rating comment date,Rating,Reviews,Recommended rate,Rating comment_title,Rating comment_description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iconArrowCircleLeft戻る,トップ,メンズ,ジム・トレーニング,ウェア・服,トップス,Tシャツ,インナー,テックフィット スリーストライプス トレーニング半袖Tシャツ",テックフィット スリーストライプス トレーニング半袖Tシャツ,/photo/HD/HD3525/z-HD3525-02-RChSKAM9eP.jpg,メンズ ジム・トレーニング,"XS, S, M, L, XL, 2XL, 3XL","['/photo/HD/HD3525/z-HD3525-02-RChSKAM9eP.jpg', 'テックフィット スリーストライプス トレーニング ロングタイツ', '6,270', '/products/HD3530']","['小さめ', '適切', '大きめ']",テックフィット スリーストライプス トレーニング半袖Tシャツ,リサイクル素材を一部使用した、動きやすいスリーストライプスTシャツ。,"[['胸囲', 'うしろ着丈', 'ラグラン袖丈'], ['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL'], ['72cm', '74cm', '79cm', '82cm', '87cm', '93cm', '100cm'], ['65cm', '66cm', '67cm', '67cm', '68cm', '70cm', '71cm'], ['30cm', '30cm', '31cm', '32cm', '33cm', '34cm', '36cm']]",エアロレディ,エアロレディ汗を素早く吸収・発散しドライな着心地をキープする、ソフトで吸湿性に優れた素材。,2.6 / 5 2.6 / 5,2023年11月15日,4.7,16,4.7,ジムで鍛えるために購入,ジムで鍛えるために購入しました。普段サイズでピチピチですが衣服がめくれたり邪魔にならないのでトレーニングに集中できそうです。普通に見た目もシンプルでかっこいい。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iconArrowCircleLeft戻る,トップ,メンズ,ウェア・服,トップス,Tシャツ,オリジナルス,アディカラー,アディカラー クラシック,アディカラー クラシックス スリーストライプス Tシャツ",アディカラー クラシックス スリーストライプス Tシャツ,/photo/IA/IA4845/z-IA4845-on_model-standard_view-Ook3e6YG7H.jpg,メンズ オリジナルス,"2XS, XS, S, M, L, XL, 2XL, 3XL","['/creative/202404/sp_header_Onsite_adiClub_Days_SS24_JP_dd8a4ad0.jpg', 'スタンスミス / Stan Smith', '10,890', '/products/FX5500']","['小さめ', '適切', '大きめ']",アディカラー クラシックス スリーストライプス Tシャツ,コーディネートしやすい、汎用性のあるクラシックTシャツ。,"[['胸囲', 'うしろ着丈', '袖丈'], ['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL'], ['90cm', '93cm', '98cm', '100cm', '105cm', '111cm', '118cm'], ['67cm', '68cm', '69cm', '69cm', '70cm', '72cm', '73cm'], ['34cm', '35cm', '36cm', '36cm', '37cm', '39cm', '41cm']]",,,3 / 5 3 / 5,2024年3月10日,4.8,22,4.8,体操着,白のTシャツの手持ちが少なく体操着っぽいので迷っていましたがブレイキンの上位選手が着ていたのでスポーツ用として白を購入。レディースのように首回りがボディと同じ色のものも出して欲しいです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iconArrowCircleLeft戻る,トップ,メンズ,ウェア・服,トップス,Tシャツ,スポーツウェア,エッセンシャルズ,ESSENTIALS PLUS,【JO1鶴房 汐恩さん着用】エッセンシャルズ プラス ルーズフィット スリーストライプス 半袖Tシャツ",【JO1鶴房 汐恩さん着用】エッセンシャルズ プラス ルーズフィット スリーストライプス 半袖Tシャツ,/photo/JF/JF3946/z-JF3946-on_model-standard_view-uPxmLVCEVx.jpg,メンズ スポーツウェア,"XS, S, M, L, XL, 2XL, 3XL","['/creative/202404/sp_header_Onsite_adiClub_Days_SS24_JP_dd8a4ad0.jpg', 'エッセンシャルズ プラス ルーズフィット スリーストライプス フレンチテリー ショーツ', '4,950', '/products/JF3936']",[],【JO1鶴房 汐恩さん着用】エッセンシャルズ プラス ルーズフィット スリーストライプス 半袖Tシャツ,「着ごこち、格別。」をコンセプトに、日本で開発されたスポーツウエア。,"[['胸囲', 'うしろ着丈', '袖丈'], ['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL'], ['102cm', '105cm', '110cm', '112cm', '117cm', '123cm', '130cm'], ['67cm', '68cm', '69cm', '69cm', '70cm', '72cm', '73cm'], ['20cm', '21cm', '21cm', '22cm', '22cm', '23cm', '25cm']]",,,3 / 5 3 / 5,2024年4月19日,5,1,5,最高！,JO1のコラボをしてたのでポチりました！いつも白とか黒のTシャツばかりだったけど色が爽やかでこれからの夏にぴったりで満足でした！たくさんきます！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iconArrowCircleLeft戻る,トップ,メンズ,ウェア・服,トップス,Tシャツ,オリジナルス,アディカラー,アディカラー クラシック,アディカラー クラシックス スリーストライプス 長袖Tシャツ",アディカラー クラシックス スリーストライプス 長袖Tシャツ,/photo/IM/IM9459/z-IM9459-on_model-standard_view-6zqxpzYpVR.jpg,メンズ オリジナルス,"2XS, XS, S, M, L, XL, 2XL, 3XL","['/creative/202404/sp_header_Onsite_adiClub_Days_SS24_JP_dd8a4ad0.jpg', 'スーパースター / Superstar', '10,890', '/products/EG4959']","['小さめ', '適切', '大きめ']",アディカラー クラシックス スリーストライプス 長袖Tシャツ,スリーストライプスが目を引く、快適な長袖Tシャツ。,"[['胸囲', 'うしろ着丈', '袖丈', '袖口幅'], ['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL'], ['90cm', '93cm', '98cm', '100cm', '105cm', '111cm', '118cm'], ['67cm', '68cm', '69cm', '69cm', '70cm', '72cm', '73cm'], ['77cm', '77cm', '77cm', '78cm', '78cm', '79cm', '79cm'], ['24cm', '25cm', '25cm', '25cm', '26cm', '27cm', '28cm']]",,,2.8 / 5 2.8 / 5,2024年1月17日,4.6,10,4.6,’７０年代を思い起こすデザイン～即買い！！,’70年～’80年のadidasデザインな好きな私には、最高の商品です！サイズ感は、168cm71㌔の私にはMサイズは、ぴったりフィット感です,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iconArrowCircleLeft戻る,トップ,メンズ,ウェア・服,トップス,Tシャツ,オリジナルス,アディカラー,アディカラー 半袖Tシャツ",アディカラー 半袖Tシャツ,/photo/IA/IA4877/z-IA4877-72-e93bcnyJmz.jpg,メンズ オリジナルス,"XS, S, M, L, XL, 2XL, 3XL","['/creative/202404/sp_header_Onsite_adiClub_Days_SS24_JP_dd8a4ad0.jpg', 'フォーラム ロー / FORUM LOW', '12,100', '/products/FY7755']",[],アディカラー 半袖Tシャツ,リサイクル素材を一部使用したデイリーTシャツ。,"[['胸囲', 'うしろ着丈', '袖丈'], ['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL'], ['102cm', '105cm', '110cm', '112cm', '117cm', '123cm', '130cm'], ['67cm', '68cm', '69cm', '69cm', '70cm', '72cm', '73cm'], ['19cm', '19cm', '20cm', '20cm', '21cm', '22cm', '23cm']]",,,3.3 / 5 3.3 / 5,2024年4月23日,5,3,5,デザインシルエットも良い！,オーバーサイズ着用を考えて購入しましたが、やや他のTシャツより大きめのサイズ感でした。綿ではない素材感が良いので、若干の重さはあるかなと思いましたが、着心地はよいです。赤も購入しようと思います。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iconArrowCircleLeft戻る,トップ,メンズ,ウェア・服,トップス,Tシャツ,スポーツウェア,エッセンシャルズ,ESSENTIALS PLUS,【JO1金城 碧海さん着用】エッセンシャルズ プラス ルーズフィット スリーストライプス 半袖Tシャツ",【JO1金城 碧海さん着用】エッセンシャルズ プラス ルーズフィット スリーストライプス 半袖Tシャツ,/photo/IU/IU2341/z-IU2341-on_model-standard_view-DnJ8fHQEbD.jpg,メンズ スポーツウェア,"XS, S, M, L, XL, 2XL, 3XL","['/creative/202404/sp_header_Onsite_adiClub_Days_SS24_JP_dd8a4ad0.jpg', 'エッセンシャルズ プラス ルーズフィット スリーストライプス フレンチテリー ショーツ', '4,950', '/products/JF3936']",[],【JO1金城 碧海さん着用】エッセンシャルズ プラス ルーズフィット スリーストライプス 半袖Tシャツ,「着ごこち、格別。」をコンセプトに、日本で開発されたスポーツウエア。,"[['胸囲', 'うしろ着丈', '袖丈'], ['XS', 'S', 'M', 'L', 'XL', '2XL', '3XL'], ['102cm', '105cm', '110cm', '112cm', '117cm', '123cm', '130cm'], ['67cm', '68cm', '69cm', '69cm', '70cm', '72cm', '73cm'], ['20cm', '21cm', '21cm', '22cm', '22cm', '23cm', '25cm']]",,,3 / 5 3 / 5,2024年4月19日,5,1,5,最高！,JO1のコラボをしてたのでポチりました！いつも白とか黒のTシャツばかりだったけど色が爽やかでこれからの夏にぴったりで満足でした！たくさんきます！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
